Id,Model,Manufacturer,Model_year,Drivetrain,Warranty,Accident,Condition,Battery,Mileage,Price
TRAIN_5485,eT,A사,0,AWD,4,No,Nearly New,,33499,73.76
TRAIN_5486,ID4,V사,0,AWD,0,No,Pre-Owned,53.325,52781,38.56
TRAIN_5487,ION5,H사,0,AWD,10,No,Brand New,90.0,809,35.99
TRAIN_5488,ID4,V사,2,AWD,6,No,Nearly New,70.963,46824,37.74
TRAIN_5489,ION6,H사,0,AWD,2,No,Pre-Owned,55.836,157478,36.39
TRAIN_5490,ID4,V사,2,AWD,6,Yes,Nearly New,70.963,22276,36.43
TRAIN_5491,Q4eT,A사,0,AWD,2,No,Pre-Owned,64.186,76739,57.61
TRAIN_5492,iX,B사,0,RWD,8,No,Brand New,,4082,79.56
TRAIN_5493,iX,B사,0,RWD,8,No,Brand New,,6474,79.82
TRAIN_5494,ION5,H사,0,AWD,1,No,Pre-Owned,53.602,94856,34.28
TRAIN_5495,i5,B사,0,RWD,0,No,Pre-Owned,58.577,94676,60.4
TRAIN_5496,Niro,K사,0,FWD,4,No,Pre-Owned,50.096,152826,28.93
TRAIN_5497,TayGTS,P사,0,AWD,2,No,Brand New,,6401,160.34
TRAIN_5498,Soul,K사,0,FWD,5,No,Nearly New,56.0,37456,22.35
TRAIN_5499,Q4eT,A사,0,AWD,0,No,Pre-Owned,59.154,132254,55.58
TRAIN_5500,RSeTGT,A사,0,AWD,7,No,Brand New,,3745,100.01
TRAIN_5501,MY,T사,0,AWD,8,No,Brand New,,8833,74.77
TRAIN_5502,i5,B사,0,AWD,8,No,Brand New,,5393,64.63
TRAIN_5503,Soul,K사,0,FWD,4,No,Pre-Owned,50.096,96182,22.8
TRAIN_5504,Soul,K사,0,FWD,6,No,Nearly New,56.0,37049,23.82
TRAIN_5505,Soul,K사,0,FWD,3,No,Pre-Owned,48.093,150285,23.44
TRAIN_5506,MY,T사,0,AWD,3,No,Nearly New,61.153,44636,77.35
TRAIN_5507,MS,T사,0,AWD,2,No,Pre-Owned,,92309,81.07
TRAIN_5508,EV6,K사,0,AWD,10,No,Brand New,,1050,48.05
TRAIN_5509,Niro,K사,0,FWD,4,Yes,Pre-Owned,50.096,75739,27.28
TRAIN_5510,i3,B사,0,RWD,0,No,Pre-Owned,46.0,113370,22.07
TRAIN_5511,MX,T사,0,AWD,3,No,Nearly New,,12765,93.95
TRAIN_5512,RSeTGT,A사,0,AWD,8,No,Brand New,,287,100.12
TRAIN_5513,KNE,H사,0,FWD,4,No,Pre-Owned,68.488,131040,27.28
TRAIN_5514,iX,B사,0,RWD,8,No,Brand New,,9434,80.06
TRAIN_5515,eT,A사,1,AWD,5,No,Nearly New,,40883,73.71
TRAIN_5516,ID4,V사,0,AWD,8,No,Brand New,,6764,39.12
TRAIN_5517,ID4,V사,0,AWD,3,No,Nearly New,62.784,12367,40.3
TRAIN_5518,Soul,K사,1,AWD,7,No,Nearly New,56.623,23168,23.7
TRAIN_5519,ION6,H사,2,AWD,8,No,Nearly New,71.332,31178,37.49
TRAIN_5520,EV6,K사,0,AWD,9,No,Brand New,,1420,40.13
TRAIN_5521,iX,B사,0,AWD,8,No,Brand New,,1454,80.86
TRAIN_5522,TayGTS,P사,0,AWD,2,Yes,Brand New,93.4,6901,160.87
TRAIN_5523,RSeTGT,A사,0,AWD,7,No,Brand New,,9927,100.51
TRAIN_5524,TayGTS,P사,0,AWD,2,No,Pre-Owned,70.185,53968,156.25
TRAIN_5525,Tay,P사,0,AWD,2,No,Brand New,90.0,734,104.19
TRAIN_5526,TayCT,P사,0,AWD,2,Yes,Brand New,,1199,129.77
TRAIN_5527,IONIQ,H사,0,FWD,3,No,Nearly New,,50652,17.21
TRAIN_5528,KNE,H사,0,FWD,10,No,Brand New,,9254,21.16
TRAIN_5529,i5,B사,1,RWD,5,No,Nearly New,71.841,39397,61.45
TRAIN_5530,ID4,V사,0,AWD,7,No,Brand New,,6889,33.46
TRAIN_5531,MX,T사,0,AWD,2,No,Pre-Owned,,188763,90.55
TRAIN_5532,Niro,K사,0,AWD,9,No,Brand New,,2611,25.15
TRAIN_5533,Q4eT,A사,0,AWD,2,No,Pre-Owned,64.186,100139,57.8
TRAIN_5534,Tay,P사,1,AWD,1,No,Nearly New,70.071,48520,121.31
TRAIN_5535,i3,B사,1,AWD,5,No,Nearly New,56.0,12436,23.87
TRAIN_5536,ID4,V사,0,AWD,4,No,Nearly New,65.4,21850,40.23
TRAIN_5537,ION5,H사,0,AWD,3,No,Pre-Owned,58.162,181897,34.96
TRAIN_5538,Tay,P사,0,AWD,2,No,Brand New,,7992,96.13
TRAIN_5539,ID4,V사,2,AWD,6,No,Nearly New,70.963,47170,37.66
TRAIN_5540,i5,B사,2,AWD,6,No,Nearly New,74.834,20435,64.59
TRAIN_5541,MX,T사,0,AWD,7,No,Brand New,96.0,9183,77.77
TRAIN_5542,TayGTS,P사,0,AWD,2,No,Nearly New,76.156,32042,159.03
TRAIN_5543,iX,B사,0,RWD,7,No,Brand New,,8644,79.44
TRAIN_5544,ION6,H사,0,AWD,10,No,Brand New,,2635,39.0
TRAIN_5545,KNE,H사,0,FWD,2,No,Pre-Owned,68.488,78287,27.65
TRAIN_5546,eT,A사,0,AWD,7,No,Brand New,91.2,1498,66.07
TRAIN_5547,ID4,V사,0,AWD,8,No,Brand New,,8049,39.08
TRAIN_5548,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,163684,124.59
TRAIN_5549,ION6,H사,0,AWD,1,No,Pre-Owned,53.602,79215,37.18
TRAIN_5550,ION6,H사,0,AWD,9,No,Brand New,,9137,38.69
TRAIN_5551,ID4,V사,0,AWD,7,No,Brand New,,3948,33.64
TRAIN_5552,KNE,H사,0,FWD,10,No,Brand New,,9536,21.81
TRAIN_5553,Tay,P사,0,AWD,2,No,Brand New,90.0,2272,104.46
TRAIN_5554,EV6,K사,0,FWD,10,No,Brand New,,7195,47.24
TRAIN_5555,i5,B사,0,RWD,2,No,Pre-Owned,63.56,103477,62.53
TRAIN_5556,KNE,H사,2,FWD,8,No,Nearly New,68.488,34340,27.39
TRAIN_5557,ION5,H사,1,AWD,7,No,Nearly New,68.479,34095,35.0
TRAIN_5558,Tay,P사,0,AWD,2,No,Brand New,,811,97.05
TRAIN_5559,RSeTGT,A사,2,AWD,6,No,Nearly New,,18428,99.16
TRAIN_5560,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,98030,129.15
TRAIN_5561,iX,B사,0,AWD,8,No,Brand New,,4894,79.73
TRAIN_5562,MY,T사,0,AWD,7,No,Brand New,90.0,786,63.62
TRAIN_5563,iX,B사,0,RWD,8,No,Brand New,,8336,79.42
TRAIN_5564,ID4,V사,0,AWD,4,No,Nearly New,65.4,22141,41.64
TRAIN_5565,EV6,K사,0,AWD,10,No,Brand New,,6992,48.22
TRAIN_5566,TayCT,P사,1,AWD,1,No,Nearly New,76.093,12432,130.76
TRAIN_5567,EV6,K사,0,FWD,10,No,Brand New,,9468,48.54
TRAIN_5568,KNE,H사,0,FWD,5,No,Nearly New,68.488,29302,27.83
TRAIN_5569,ID4,V사,0,AWD,7,No,Brand New,,4444,33.97
TRAIN_5570,ID4,V사,0,AWD,8,No,Brand New,,5980,40.55
TRAIN_5571,ID4,V사,0,AWD,0,No,Pre-Owned,53.325,92523,39.27
TRAIN_5572,M3,T사,0,RWD,7,No,Brand New,,4054,46.99
TRAIN_5573,TayGTS,P사,0,AWD,2,No,Nearly New,76.156,35619,159.25
TRAIN_5574,MY,T사,0,AWD,7,No,Brand New,,9928,63.75
TRAIN_5575,iX,B사,0,RWD,8,No,Brand New,,5169,80.36
TRAIN_5576,MY,T사,0,AWD,0,No,Pre-Owned,54.104,144066,74.4
TRAIN_5577,ION5,H사,0,AWD,10,No,Brand New,90.0,2205,35.19
TRAIN_5578,ION5,H사,0,AWD,1,Yes,Pre-Owned,53.602,193749,34.25
TRAIN_5579,Q4eT,A사,0,AWD,8,No,Brand New,90.0,2370,60.0
TRAIN_5580,Tay,P사,0,AWD,2,No,Nearly New,64.578,20863,120.78
TRAIN_5581,Soul,K사,0,FWD,1,No,Pre-Owned,46.0,176121,21.65
TRAIN_5582,eT,A사,0,AWD,2,No,Pre-Owned,74.362,196655,72.43
TRAIN_5583,Niro,K사,0,FWD,10,No,Brand New,90.0,9606,21.74
TRAIN_5584,Q4eT,A사,0,AWD,8,No,Brand New,,503,59.82
TRAIN_5585,RSeTGT,A사,0,AWD,1,No,Pre-Owned,,109424,97.0
TRAIN_5586,i5,B사,0,AWD,7,No,Brand New,,341,64.02
TRAIN_5587,ID4,V사,0,AWD,3,No,Nearly New,62.784,35711,41.07
TRAIN_5588,M3,T사,0,RWD,7,No,Brand New,,9647,47.62
TRAIN_5589,Tay,P사,0,AWD,2,No,Brand New,,2235,96.69
TRAIN_5590,ION6,H사,0,AWD,9,No,Brand New,,3789,38.74
TRAIN_5591,M3,T사,2,RWD,6,No,Nearly New,69.12,24023,50.32
TRAIN_5592,RSeTGT,A사,0,AWD,3,No,Nearly New,,29047,99.05
TRAIN_5593,MX,T사,0,AWD,8,No,Brand New,99.8,6353,72.35
TRAIN_5594,Soul,K사,2,FWD,8,No,Nearly New,58.982,31539,22.76
TRAIN_5595,Niro,K사,0,FWD,6,No,Nearly New,56.0,40231,27.85
TRAIN_5596,Tay,P사,0,AWD,2,No,Pre-Owned,54.849,165750,115.62
TRAIN_5597,TayCT,P사,0,AWD,2,No,Brand New,90.0,1631,129.12
TRAIN_5598,ID4,V사,0,AWD,7,No,Brand New,,2705,34.57
TRAIN_5599,RSeTGT,A사,0,AWD,7,No,Brand New,,6919,100.56
TRAIN_5600,i3,B사,1,RWD,5,No,Nearly New,56.0,35367,22.92
TRAIN_5601,ION5,H사,0,AWD,9,No,Brand New,,3426,36.0
TRAIN_5602,MS,T사,0,AWD,8,No,Brand New,99.8,3878,63.65
TRAIN_5603,RSeTGT,A사,0,AWD,0,No,Pre-Owned,,175189,94.55
TRAIN_5604,Tay,P사,0,AWD,2,No,Pre-Owned,54.849,197688,114.16
TRAIN_5605,i3,B사,0,RWD,0,No,Pre-Owned,46.0,119367,21.72
TRAIN_5606,ION6,H사,0,AWD,10,No,Brand New,,4508,38.94
TRAIN_5607,Niro,K사,1,FWD,7,No,Nearly New,56.623,24054,27.16
TRAIN_5608,Q4eT,A사,0,AWD,8,No,Brand New,,3310,60.0
TRAIN_5609,MX,T사,0,AWD,1,No,Pre-Owned,75.145,78734,90.11
TRAIN_5610,IONIQ,H사,2,FWD,1,No,Pre-Owned,74.2,18487,10.46
TRAIN_5611,IONIQ,H사,0,FWD,3,No,Nearly New,86.02,38012,17.4
TRAIN_5612,Soul,K사,0,AWD,9,No,Brand New,,7483,21.32
TRAIN_5613,KNE,H사,0,FWD,10,No,Brand New,90.0,6770,20.62
TRAIN_5614,TayGTS,P사,0,AWD,2,No,Nearly New,,44186,159.86
TRAIN_5615,TayCT,P사,0,AWD,2,No,Brand New,,6876,130.67
TRAIN_5616,MS,T사,0,AWD,7,No,Brand New,96.0,8161,69.86
TRAIN_5617,MS,T사,0,AWD,7,No,Brand New,96.0,132,70.44
TRAIN_5618,TayGTS,P사,0,AWD,2,No,Brand New,93.4,1599,160.02
TRAIN_5619,Soul,K사,2,AWD,8,No,Nearly New,58.982,42958,23.79
TRAIN_5620,RSeTGT,A사,0,AWD,8,No,Brand New,90.0,98,100.0
TRAIN_5621,RSeTGT,A사,0,AWD,3,No,Nearly New,,16474,99.06
TRAIN_5622,i5,B사,0,RWD,4,No,Nearly New,68.967,47801,64.62
TRAIN_5623,iX,B사,0,RWD,7,No,Brand New,90.0,2715,79.97
TRAIN_5624,Soul,K사,1,FWD,7,No,Nearly New,56.623,34987,22.27
TRAIN_5625,ION5,H사,0,AWD,10,No,Brand New,,8926,36.0
TRAIN_5626,eT,A사,1,AWD,5,No,Nearly New,,33354,73.78
TRAIN_5627,Q4eT,A사,0,AWD,8,No,Brand New,,3650,59.51
TRAIN_5628,MY,T사,0,AWD,8,No,Brand New,,6709,74.98
TRAIN_5629,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,174266,123.48
TRAIN_5630,M3,T사,1,RWD,5,No,Nearly New,66.355,48303,53.6
TRAIN_5631,KNE,H사,0,FWD,10,No,Brand New,,2139,22.06
TRAIN_5632,eT,A사,0,AWD,7,No,Brand New,91.2,8174,65.28
TRAIN_5633,M3,T사,0,RWD,7,No,Brand New,,836,46.95
TRAIN_5634,RSeTGT,A사,0,AWD,8,No,Brand New,,6147,100.28
TRAIN_5635,RSeTGT,A사,0,AWD,2,No,Pre-Owned,,159799,97.0
TRAIN_5636,ID4,V사,0,AWD,3,No,Nearly New,62.784,17338,40.36
TRAIN_5637,ID4,V사,0,AWD,2,Yes,Pre-Owned,60.272,104917,39.66
TRAIN_5638,ION6,H사,0,AWD,3,No,Pre-Owned,58.162,51562,37.49
TRAIN_5639,Niro,K사,0,FWD,5,No,Nearly New,56.0,19504,27.99
TRAIN_5640,ID4,V사,0,AWD,8,No,Brand New,,9412,40.09
TRAIN_5641,EV6,K사,0,FWD,9,No,Brand New,,8367,41.78
TRAIN_5642,iX,B사,0,AWD,8,No,Brand New,90.0,6978,80.04
TRAIN_5643,IONIQ,H사,0,FWD,1,No,Pre-Owned,63.19,66572,26.1
TRAIN_5644,MS,T사,0,AWD,0,No,Pre-Owned,72.139,154933,78.69
TRAIN_5645,iX,B사,0,RWD,8,No,Brand New,,4681,80.24
TRAIN_5646,TayGTS,P사,0,AWD,2,Yes,Brand New,,5963,160.37
TRAIN_5647,Soul,K사,0,AWD,10,Yes,Brand New,,9027,18.48
TRAIN_5648,EV6,K사,0,AWD,10,No,Brand New,,2334,47.74
TRAIN_5649,RSeTGT,A사,2,AWD,6,No,Nearly New,,38297,99.78
TRAIN_5650,i3,B사,0,RWD,3,No,Nearly New,56.0,11675,23.49
TRAIN_5651,KNE,H사,0,FWD,9,No,Brand New,,4314,25.66
TRAIN_5652,Tay,P사,0,AWD,2,No,Nearly New,67.268,14227,120.86
TRAIN_5653,Q4eT,A사,2,AWD,6,No,Nearly New,75.571,11886,54.06
TRAIN_5654,Q4eT,A사,2,AWD,6,No,Nearly New,75.571,12215,53.28
TRAIN_5655,RSeTGT,A사,0,AWD,0,No,Pre-Owned,,57125,94.19
TRAIN_5656,IONIQ,H사,0,FWD,1,No,Pre-Owned,51.5,32322,13.17
TRAIN_5657,EV6,K사,0,FWD,9,Yes,Brand New,,3896,41.12
TRAIN_5658,iX,B사,0,RWD,7,No,Brand New,90.0,3062,80.17
TRAIN_5659,TayCT,P사,2,AWD,0,No,Nearly New,76.093,36277,119.0
TRAIN_5660,Niro,K사,0,FWD,2,No,Pre-Owned,46.169,133107,26.37
TRAIN_5661,RSeTGT,A사,2,AWD,6,No,Nearly New,,25202,99.95
TRAIN_5662,iX,B사,0,RWD,8,No,Brand New,90.0,6874,80.22
TRAIN_5663,MY,T사,0,AWD,4,No,Nearly New,63.701,27409,78.54
TRAIN_5664,ID4,V사,2,AWD,6,No,Nearly New,70.963,41393,36.12
TRAIN_5665,i5,B사,1,RWD,5,No,Nearly New,71.841,27724,60.22
TRAIN_5666,Niro,K사,2,FWD,8,No,Nearly New,58.982,46727,27.33
TRAIN_5667,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,110090,124.52
TRAIN_5668,MS,T사,0,AWD,3,No,Nearly New,81.537,12930,82.55
TRAIN_5669,ION6,H사,0,AWD,3,No,Pre-Owned,58.162,146037,38.0
TRAIN_5670,M3,T사,0,RWD,8,No,Brand New,90.0,1372,54.84
TRAIN_5671,TayGTS,P사,0,AWD,2,No,Brand New,,9852,160.06
TRAIN_5672,TayCT,P사,0,AWD,2,No,Brand New,,15,120.0
TRAIN_5673,Niro,K사,0,FWD,4,No,Pre-Owned,50.096,69482,28.63
TRAIN_5674,EV6,K사,0,AWD,10,No,Brand New,90.0,1285,47.42
TRAIN_5675,ID4,V사,0,AWD,7,No,Brand New,90.0,7139,34.11
TRAIN_5676,iX,B사,0,RWD,8,No,Brand New,,1199,80.09
TRAIN_5677,ID4,V사,0,AWD,3,No,Nearly New,62.784,24506,41.77
TRAIN_5678,RSeTGT,A사,0,AWD,8,No,Brand New,90.0,2299,100.0
TRAIN_5679,Q4eT,A사,0,AWD,8,No,Brand New,,7781,59.82
TRAIN_5680,ID4,V사,0,AWD,4,No,Nearly New,65.4,20664,40.41
TRAIN_5681,iX,B사,0,AWD,8,No,Brand New,,6158,79.29
TRAIN_5682,ID4,V사,0,AWD,8,No,Brand New,,8576,40.45
TRAIN_5683,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,134774,124.96
TRAIN_5684,EV6,K사,0,FWD,10,No,Brand New,90.0,5534,47.35
TRAIN_5685,TayGTS,P사,0,AWD,2,No,Pre-Owned,73.11,52598,155.93
TRAIN_5686,Soul,K사,0,AWD,6,No,Nearly New,56.0,19871,22.43
TRAIN_5687,ION6,H사,0,AWD,9,No,Brand New,,2499,38.94
TRAIN_5688,ION5,H사,0,AWD,5,No,Nearly New,63.11,48351,34.69
TRAIN_5689,eT,A사,0,AWD,8,No,Brand New,95.0,3807,59.46
TRAIN_5690,Soul,K사,1,AWD,7,No,Nearly New,56.623,21637,23.34
TRAIN_5691,M3,T사,0,RWD,7,No,Brand New,,8933,46.53
TRAIN_5692,Niro,K사,0,FWD,2,No,Pre-Owned,46.169,94862,26.69
TRAIN_5693,KNE,H사,1,FWD,7,No,Nearly New,68.488,15059,29.07
TRAIN_5694,Q4eT,A사,0,AWD,7,No,Brand New,,944,59.05
TRAIN_5695,TayGTS,P사,0,AWD,2,No,Pre-Owned,67.378,82716,151.03
TRAIN_5696,KNE,H사,0,FWD,9,No,Brand New,,3515,25.38
TRAIN_5697,eT,A사,2,AWD,6,No,Nearly New,87.552,23527,74.65
TRAIN_5698,eT,A사,0,AWD,7,No,Brand New,91.2,9521,64.69
TRAIN_5699,i3,B사,0,AWD,3,No,Nearly New,56.0,16545,23.94
TRAIN_5700,ID4,V사,0,AWD,4,No,Nearly New,65.4,36061,40.45
TRAIN_5701,Q4eT,A사,0,AWD,0,No,Pre-Owned,59.154,179722,55.89
TRAIN_5702,MY,T사,0,AWD,1,No,Pre-Owned,56.359,196501,76.06
TRAIN_5703,TayGTS,P사,0,AWD,2,No,Brand New,93.4,3589,160.02
TRAIN_5704,RSeTGT,A사,2,AWD,6,No,Nearly New,,22734,99.0
TRAIN_5705,ION6,H사,1,AWD,7,No,Nearly New,68.479,24187,38.0
TRAIN_5706,i5,B사,0,AWD,0,No,Pre-Owned,58.577,129435,60.24
TRAIN_5707,RSeTGT,A사,2,AWD,6,No,Nearly New,78.227,23127,99.38
TRAIN_5708,M3,T사,0,RWD,0,No,Pre-Owned,54.104,195789,51.25
TRAIN_5709,iX,B사,0,RWD,8,No,Brand New,,4153,80.03
TRAIN_5710,TayCT,P사,0,AWD,2,No,Brand New,,1251,120.0
TRAIN_5711,TayGTS,P사,0,AWD,2,No,Pre-Owned,70.185,148700,156.18
TRAIN_5712,MY,T사,0,AWD,7,No,Brand New,,2378,63.59
TRAIN_5713,Tay,P사,0,AWD,2,No,Nearly New,67.268,45859,121.42
TRAIN_5714,iX,B사,0,AWD,7,No,Brand New,90.0,1185,79.47
TRAIN_5715,eT,A사,0,AWD,7,No,Brand New,91.2,8002,66.06
TRAIN_5716,i5,B사,0,RWD,3,No,Nearly New,66.208,25573,63.29
TRAIN_5717,ID4,V사,0,AWD,8,No,Brand New,,461,40.26
TRAIN_5718,Niro,K사,0,FWD,5,No,Nearly New,56.0,37596,28.47
TRAIN_5719,IONIQ,H사,0,FWD,1,No,Pre-Owned,46.93,11494,20.04
TRAIN_5720,i3,B사,0,RWD,0,No,Pre-Owned,46.0,52351,22.74
TRAIN_5721,M3,T사,0,RWD,7,No,Brand New,,3240,47.68
TRAIN_5722,EV6,K사,0,FWD,10,No,Brand New,,6357,48.93
TRAIN_5723,Q4eT,A사,0,AWD,3,No,Nearly New,66.861,34738,57.99
TRAIN_5724,ION6,H사,0,AWD,10,No,Brand New,,6316,38.99
TRAIN_5725,ION5,H사,0,AWD,3,No,Pre-Owned,58.162,92195,34.26
TRAIN_5726,Niro,K사,0,FWD,3,No,Pre-Owned,48.093,98349,28.39
TRAIN_5727,Tay,P사,0,AWD,2,No,Brand New,,8461,96.91
TRAIN_5728,ID4,V사,0,AWD,0,No,Pre-Owned,53.325,88151,39.6
TRAIN_5729,Q4eT,A사,0,AWD,8,No,Brand New,,553,60.0
TRAIN_5730,ID4,V사,0,AWD,8,No,Brand New,90.0,3181,40.09
TRAIN_5731,M3,T사,0,RWD,8,No,Brand New,,1993,54.29
TRAIN_5732,ION5,H사,0,AWD,10,No,Brand New,,1725,36.0
TRAIN_5733,Niro,K사,2,FWD,8,No,Nearly New,58.982,39650,28.38
TRAIN_5734,eT,A사,0,AWD,4,No,Nearly New,,34206,73.99
TRAIN_5735,Soul,K사,0,AWD,4,No,Pre-Owned,50.096,64979,23.68
TRAIN_5736,Niro,K사,0,FWD,1,No,Pre-Owned,46.0,156586,26.98
TRAIN_5737,TayGTS,P사,0,AWD,2,No,Brand New,93.4,1788,160.0
TRAIN_5738,M3,T사,0,RWD,7,No,Brand New,,3419,46.01
TRAIN_5739,RSeTGT,A사,0,AWD,0,No,Pre-Owned,,105142,94.0
TRAIN_5740,MS,T사,0,AWD,0,No,Pre-Owned,69.253,162453,79.42
TRAIN_5741,ID4,V사,0,AWD,8,No,Brand New,,8979,39.57
TRAIN_5742,Soul,K사,0,FWD,6,No,Nearly New,56.0,32672,22.71
TRAIN_5743,Q4eT,A사,0,AWD,7,No,Brand New,,819,58.97
TRAIN_5744,i3,B사,0,RWD,1,No,Pre-Owned,46.0,185246,22.78
TRAIN_5745,i5,B사,0,RWD,0,No,Pre-Owned,58.577,186257,60.51
TRAIN_5746,TayCT,P사,0,AWD,2,No,Brand New,,6416,120.0
TRAIN_5747,KNE,H사,0,FWD,2,No,Pre-Owned,68.488,187658,28.23
TRAIN_5748,ION6,H사,0,AWD,2,No,Pre-Owned,55.836,152105,37.22
TRAIN_5749,ID4,V사,0,AWD,3,No,Nearly New,62.784,36679,41.24
TRAIN_5750,Niro,K사,0,FWD,5,No,Nearly New,56.0,30115,27.83
TRAIN_5751,Tay,P사,0,AWD,2,No,Pre-Owned,54.849,86839,115.28
TRAIN_5752,Niro,K사,0,AWD,4,No,Pre-Owned,50.096,165552,28.14
TRAIN_5753,ION5,H사,0,AWD,1,No,Pre-Owned,53.602,118612,34.28
TRAIN_5754,Tay,P사,0,AWD,2,No,Brand New,,1052,95.39
TRAIN_5755,KNE,H사,0,FWD,1,No,Pre-Owned,68.488,187553,27.39
TRAIN_5756,Soul,K사,0,AWD,9,No,Brand New,,2763,21.26
TRAIN_5757,ION5,H사,0,AWD,10,No,Brand New,,3247,35.27
TRAIN_5758,ION5,H사,0,AWD,6,No,Nearly New,65.739,34506,34.87
TRAIN_5759,EV6,K사,0,AWD,10,No,Brand New,,7699,47.51
TRAIN_5760,TayGTS,P사,0,AWD,2,No,Pre-Owned,64.683,199197,151.93
TRAIN_5761,KNE,H사,0,FWD,9,No,Brand New,,3611,24.91
TRAIN_5762,KNE,H사,2,FWD,8,No,Nearly New,68.488,38289,27.68
TRAIN_5763,Q4eT,A사,0,AWD,7,No,Brand New,,3809,59.54
TRAIN_5764,RSeTGT,A사,0,AWD,0,No,Pre-Owned,,55596,94.12
TRAIN_5765,Q4eT,A사,2,AWD,6,No,Nearly New,75.571,48115,53.23
TRAIN_5766,M3,T사,0,RWD,0,No,Pre-Owned,51.94,166078,51.25
TRAIN_5767,Soul,K사,0,FWD,1,No,Pre-Owned,46.0,77793,21.74
TRAIN_5768,iX,B사,0,RWD,7,No,Brand New,,2487,81.02
TRAIN_5769,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,53008,128.2
TRAIN_5770,ION5,H사,0,AWD,10,No,Brand New,90.0,7233,35.96
TRAIN_5771,ION5,H사,0,AWD,10,No,Brand New,90.0,1012,34.99
TRAIN_5772,ID4,V사,0,AWD,8,No,Brand New,,2406,40.09
TRAIN_5773,RSeTGT,A사,0,AWD,7,No,Brand New,,7054,100.04
TRAIN_5774,eT,A사,0,AWD,8,No,Brand New,95.0,7004,60.69
TRAIN_5775,ID4,V사,0,AWD,1,No,Pre-Owned,57.861,137071,40.36
TRAIN_5776,EV6,K사,0,FWD,10,No,Brand New,,6837,49.08
TRAIN_5777,M3,T사,0,RWD,4,No,Nearly New,63.701,35391,54.0
TRAIN_5778,Q4eT,A사,1,AWD,5,No,Nearly New,72.548,43261,57.53
TRAIN_5779,RSeTGT,A사,0,AWD,8,No,Brand New,,4908,100.01
TRAIN_5780,ION6,H사,0,AWD,2,No,Pre-Owned,55.836,128893,37.03
TRAIN_5781,ID4,V사,0,AWD,7,No,Brand New,,2602,32.91
TRAIN_5782,i3,B사,0,RWD,8,No,Brand New,,4328,25.0
TRAIN_5783,eT,A사,0,AWD,8,No,Brand New,95.0,4357,59.24
TRAIN_5784,iX,B사,0,RWD,8,No,Brand New,,7900,78.98
TRAIN_5785,i5,B사,0,AWD,0,No,Pre-Owned,56.234,103162,61.08
TRAIN_5786,EV6,K사,0,FWD,9,No,Brand New,,7452,39.92
TRAIN_5787,ION5,H사,0,AWD,5,No,Nearly New,63.11,35458,34.28
TRAIN_5788,Tay,P사,0,AWD,2,No,Brand New,,279,95.31
TRAIN_5789,i5,B사,0,RWD,7,No,Brand New,,4873,65.99
TRAIN_5790,TayGTS,P사,0,AWD,2,No,Brand New,93.4,4945,160.06
TRAIN_5791,TayCT,P사,1,AWD,1,No,Nearly New,76.093,36117,131.35
TRAIN_5792,i3,B사,1,AWD,5,No,Nearly New,56.0,25199,23.04
TRAIN_5793,i3,B사,0,RWD,4,No,Nearly New,56.0,27072,23.93
TRAIN_5794,M3,T사,0,RWD,7,No,Brand New,,8564,47.21
TRAIN_5795,IONIQ,H사,0,FWD,3,No,Nearly New,57.83,72013,26.0
TRAIN_5796,eT,A사,1,AWD,5,No,Nearly New,84.05,34030,74.36
TRAIN_5797,M3,T사,0,RWD,0,No,Pre-Owned,54.104,94143,50.52
TRAIN_5798,Niro,K사,0,FWD,9,No,Brand New,,1540,25.48
TRAIN_5799,ID4,V사,0,AWD,8,No,Brand New,,6575,40.23
TRAIN_5800,eT,A사,0,AWD,4,No,Nearly New,,48136,74.03
TRAIN_5801,Tay,P사,0,AWD,2,No,Brand New,90.0,1288,103.78
TRAIN_5802,ION6,H사,0,AWD,10,No,Brand New,,1513,39.0
TRAIN_5803,ION6,H사,0,AWD,4,No,Pre-Owned,60.585,85766,37.29
TRAIN_5804,TayCT,P사,0,AWD,2,No,Brand New,,5437,120.16
TRAIN_5805,eT,A사,0,AWD,2,Yes,Pre-Owned,74.362,69345,72.17
TRAIN_5806,KNE,H사,0,FWD,5,No,Nearly New,68.488,14646,27.69
TRAIN_5807,MS,T사,0,AWD,0,No,Pre-Owned,69.253,152015,78.64
TRAIN_5808,Niro,K사,1,FWD,7,No,Nearly New,56.623,35629,27.21
TRAIN_5809,Niro,K사,0,FWD,6,No,Nearly New,56.0,14102,28.28
TRAIN_5810,MS,T사,0,AWD,8,No,Brand New,99.8,1876,64.2
TRAIN_5811,Tay,P사,0,AWD,2,No,Brand New,,4652,95.81
TRAIN_5812,MY,T사,0,AWD,8,No,Brand New,,3585,75.52
TRAIN_5813,Soul,K사,0,FWD,3,No,Pre-Owned,48.093,91236,22.11
TRAIN_5814,i5,B사,0,AWD,4,No,Nearly New,68.967,11055,63.29
TRAIN_5815,Soul,K사,0,AWD,9,No,Brand New,,6403,20.04
